,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
MATE094,-11.360942556965895,2.1638767835594788,-5.418434836497816,-8.446686106301936,-1.0188728834653653,3.768821319965916,-1.2255904068277659,-0.4348718419418394,0.4121665442599712,-0.3822500576718305,0.21024704979824654,-1.5660884595733662,1.1505617121750187,0.49635431731364593,-0.19416699676237748,3.255299961230543,4.525282037731882,-0.3540230016548018,0.25427840458965634,-1.8407906157934015,1.316974486169268,-1.7441236278711019,1.7627162658589972,1.2699310520799156,1.764683601732734,-0.18016481321713237,1.7301360427031574,-1.0591544720648236,-1.4972756879710751,-1.7119999752839794,0.4309117638874165,0.5839861344799061,-1.1655428168920396,1.5742859170610457,-1.2126380591866592,2.112972340256489,2.182928848631958,-0.862677581977533,-1.815052153014344,1.382238389149118,3.9861254802949238,-0.350980742252842,-1.28195832322434,-0.35100517269624004,-0.07248430992075527,-0.09954019597317298,2.6983877859102368,0.7437837080898739,-1.1256223468233189,1.313737817219052,-0.23689622553285156,1.1238347495542826,-0.10323380873439902,-1.158325216525577,-2.025909696698353,-3.1335527646459362,0.8484573892648373,1.0511066365181072,0.6453191599289388,1.5627424410125232,-0.5636267772879917,-0.19185675585861883,-0.4170187717791087,0.2801221212158928,-1.5991691694979127,-1.8219923373136229,2.799536342803952,-0.4477016683644576,0.010902154848559859,0.7654183033022717,-1.3196673389331006,0.13203672789767296,0.988381484441931,-0.8410626313749929,0.630085396403172,1.0654117498337752,0.945122004117564,-1.1915057535179119,1.2729320610719923,1.1504534138100437,-1.0991359878837523,-1.8782611363326887,0.7322954578158444,1.3827969091277341,-0.2864975093475459,0.25139762082541905,1.068765920905358,0.06349315094838331,0.8924176958465354,-0.1369828331100472,-0.005429335701069404,0.45135103960080214,-0.2316644070454287,-0.4141385817781668,0.3316018233152908,0.4013993952355348,-0.1082409524482219,0.0055472124375661735,0.01415079077760166,-0.0051735321372423995,-0.001387516078987669,-0.004660369301707122,0.009716023475565994,8.493206138382448e-15
MATE096,-11.390793139064543,2.490299527161743,-4.255993266046001,-1.9933943496727973,-0.9965913037896696,7.816630639447458,-3.11034207346707,-1.1039202573877196,-0.22930014222402237,-0.10006195774039289,-0.6724791571812316,1.0915784379535305,1.699076919568417,-1.1243869688039103,-1.0384847300046651,5.1452459734488105,6.073652925227144,-1.2335922701478066,-0.35121095208593456,-3.198495347198384,3.162071447929169,-0.8140265778914982,1.3072051053673721,0.8100384828932123,-2.7666808522281956,1.05561566574064,-3.3897569826604474,-0.9525275082714479,3.0762669330726187,5.049091774029762,-0.08792700247240248,1.4153369749489915,-1.2293059698007107,-2.9429606038285367,1.1384163042351811,-0.5603002783145197,-0.7398579232089507,2.953172066861521,0.9632921822216576,-2.17441062160165,-2.747119209232526,-1.2885944692319242,-2.3018842290254042,0.8126697008794231,-0.7858392905962952,1.4342767928929485,-1.4711207608310186,-0.5833042431642357,0.3362188073494614,-1.0721378318594048,0.10332981462082083,0.771994482188878,-1.5497749776165313,0.021520247139020815,-0.20130997973775253,-1.8733439244316696,0.11646840543681414,0.773592342356543,-0.3865142446368025,0.4648079388598568,1.19375155489887,-0.6129496207465515,-0.16858281846996195,-0.6984907943749535,-0.7153821558250458,-0.22390826614381645,0.05083656127272396,0.7542120894524932,1.5229981530710397,0.6683104363518789,0.4319953009103563,-0.00648476965307937,0.6504299879792981,0.6223692116559566,0.49465755862483357,0.9517375089402645,-0.08878362600162212,0.7526641751823618,0.28944086259369917,-0.4596059872847087,0.3396647117761417,-0.6820807880239297,-0.954477969358727,-0.5536812859898126,-0.19009978562210172,0.5430840325918316,-0.5846911096931451,-0.26820686068007166,0.8084215278536984,0.1790555606150766,0.6241570047076703,-0.08402646227374794,-0.037947103194524295,0.755334507388657,-0.16901701962295018,-0.14937254248353293,-0.004301502303702742,0.0011977843303405053,0.01212179893377345,0.0033604194150039426,-0.0021034523205167854,-0.006168958433534731,-0.008542606364461608,1.0831613383999183e-14
MATE113,-10.84541142732678,2.2785457331165153,-5.399613849656749,9.40836818194539,0.5468127599132284,-1.120587896199799,-1.5789999405813415,-1.8393047036639474,-0.9680548688369794,-2.246881033875318,0.8823212361340884,2.75393066345506,4.790535485751686,-1.1474709092006319,-2.7325286460203735,-0.9990645810191177,0.6774373953684706,-0.28267358006178334,0.6272908858145827,0.11855002136805776,-0.3931816832284233,0.7586491271291039,0.7812877227002724,-1.460211801180134,0.006997936526546011,-2.4761003624711972,0.10437671038595123,-2.955339370260102,0.6917922885900483,-0.4247349277854254,0.07012063824273529,-0.7733737771964526,0.9890919142143846,1.076544725782981,4.709246698473359,0.4904302942264672,1.0426385834201999,-0.12562005651128488,1.7153542679919838,1.7588761107881257,-0.850622979750721,-1.306907854157867,0.9650732954717387,-0.8011856825983278,0.6694373577348027,-2.025390805965057,-1.4270110575310295,-1.053420669967156,0.5560387212413384,-1.0174190510519057,1.7373312685559874,-0.9723340365372457,0.9442488354950637,0.12316551581344126,-1.3777226782261445,1.596228782572172,2.497184964141369,3.0061732138622173,0.854545560583565,0.5263867298717182,2.3980694443234443,-1.772951974505059,-0.39253209641099146,1.759465738111487,1.4065284630079047,0.11996777072388953,-0.5068303105630144,-1.326524351671007,0.9742275271076379,-1.4222170429565504,-1.1816825240455069,0.068230005083119,1.036583839763869,-0.6714497471437832,-1.0946303100693333,-0.28847933004102067,-0.00869131445282334,0.13017563293412399,0.47096615474375414,1.0678188726135955,-1.7255537862045782,0.531101797250191,0.36830839053734254,-0.21477029062021688,0.2259732443619672,2.142980083454196,-0.1336918121982043,0.3677882736108352,1.4871202021512557,-0.3050434293858115,-0.7571456993642087,0.41873565564605786,-0.18836370091500004,-0.7251106140657546,0.4860062988620161,0.410254572399091,-0.24940311201179804,-0.017211974622413112,0.012856469639989217,0.014116777257425606,0.0031262297824163343,-0.0035852201273367176,0.007105398530615065,5.2735593669694936e-15
MATE116,21.207012001308648,-8.623600723422513,-7.826831450114041,0.22497138275768225,-1.7724407793127144,-0.7356863204868148,-0.029751674990753235,-3.3566350889222916,-5.334196511423135,2.089098435899505,0.12152265050912991,4.7460879033389265,-2.0805105142664555,6.040559409211536,-0.5339620265368293,1.3661231619661687,0.04605205616774713,-1.0551830184558524,-0.6033206538858871,0.5760594059832252,0.29842973703114595,0.002702383418630022,-0.5166429576575717,0.20636029252304935,0.05502595522926601,1.097836098365323,0.29694004578179195,0.2570077993989346,0.11409565967783114,-0.006178892302567074,-0.18363999978766177,-0.39342791564338175,-0.05723985371512086,0.049242395470233194,-0.35613907414318585,0.08041390594426667,0.395423586229826,0.2665597206374125,-0.09670581918574594,0.21263486487616837,0.589453799657944,0.8961613546406547,0.4464338123676982,-0.31305820192066675,-0.3113449592035798,1.4959015526746224,-0.289730866372773,0.1982668657053554,0.5873301649918168,0.16198389695721443,0.6901822853854203,-0.7782376835385654,-0.8154032581190954,1.5369605378667917,0.19067810833416127,0.05331223605722757,-0.3835085955136031,0.2817555045057777,0.5126564242474664,0.3661951714200273,-0.3103101074424395,-0.715019065911507,0.3649577392003235,0.8024886468944501,-0.1630286840467381,-0.1362417792902742,-0.5491330992627093,0.48307338642823333,0.7828415571547154,0.25311045409981847,-0.4938325485468118,0.5951075564070313,0.35715498868957674,0.010957905970349735,0.2079735442696033,-0.6615696058024729,0.4662831976188474,0.6906206974489447,0.1512051245437107,-0.973043919033369,-1.096437008250486,-0.6359557798314486,-0.36051904972899973,0.2579671129417587,0.017870346812098314,0.4491439305630715,0.7347363592449445,0.530461912888573,-0.7969959340436342,-1.2747883858180322,0.38960233052732396,-3.4419381843395396,-1.0218771239547841,-0.3330876849916328,4.455552514917977,-1.4254287515264372,0.5902726116499002,0.3113017366177077,0.15492025383957383,-0.07293196323430995,-0.09630084084734902,-0.022962013838463663,-0.044521873086586894,-1.7763568394002505e-15
MATE119,21.45469905361855,-8.531767672515297,-7.481773867745828,0.39460019767004156,-1.8664380540255072,0.06673373054505394,0.7908765724905743,-0.8271278400615443,-1.716139036117638,0.285349725975705,0.21723018022692453,-1.6628915138012048,1.652226698535376,-2.8061772505946796,0.40685697790085934,-0.5179171767107014,-0.039102748745728,2.083046665893804,0.18277900749624976,1.953745565372032,-0.23145373808206443,-0.5764664086002209,0.7754824915057179,-1.6450854573116611,2.8591417847975737,-1.6910108647818398,-1.2569022263628677,-0.12545132967337236,-1.7483065280266312,0.05962490395721298,1.695783057715757,-0.46578505901512945,-2.433408023593147,-3.116568597410704,1.2687114586961041,0.32538040328661555,-0.7659835217667628,-0.9541238446892193,-0.6733024779699062,1.3288235860190976,-0.8781637846148787,0.13820390821184447,0.31946213537802065,1.686270672221865,-0.17276795851239585,1.162079982675481,-0.29513134678464076,-0.585191726535164,0.2039042792357202,0.21805545923404446,-3.2115725338152137,0.9113491991207878,0.23596095225703673,0.5690019708298295,2.398796724975102,-0.8331883480758432,0.20781583995709632,1.5210122166878994,2.2347860130659676,0.22109581571025483,-0.9010632708831313,-1.0922247830976934,-0.803625474931658,-1.5196925571853508,2.595774684962934,-1.3289633494490345,2.0895100805460167,1.2911615766322695,0.030138796946287197,-1.5975304579944554,1.4064477108897018,2.450515044913823,1.1144280387657115,-2.094225932889438,-0.5426303731204067,1.3960783262492646,2.331568903043413,-1.0402051115420683,-0.5287565326096646,-0.6343781049861927,0.09216679160994125,1.28298165867922,-1.2773440951039425,-1.481161039892414,-0.5485286109586069,-0.3787514326756666,0.4410791894684006,-0.2601658134593639,-0.46255794997210936,0.1439479054627505,-0.36319905611005693,-0.22070730565076602,0.3346926939011822,0.2956029854371235,0.09486533269747732,0.0757228853281986,-0.058157353091887076,-0.0549175493814823,0.07391283281891356,-0.006424717972590227,-0.007701352938369113,-0.02134065845764961,-0.009454400173164568,2.0816681711721685e-16
MATE130,-7.758248060316786,-0.7124749903533553,3.501948470274861,4.989680242839702,-2.919072772500679,5.312094428143746,6.153707096950515,8.119773723293196,2.3466987482185058,13.155037646050857,0.013098984098171448,0.9680536963543456,1.098895412798293,1.0624514043102558,-0.42269700050208936,0.15656669320366973,0.08236902630331547,-0.5101539435773561,-0.15070820428415826,-0.21095515559670885,-0.5222199362054197,-0.6694807796985585,-0.9333411085137988,0.9697012788820312,0.06652469621630269,-3.8550943037208976,0.9516726939013741,-1.1036125216524617,0.9733078588371993,-0.7665464164129097,-1.3576490434082378,0.3721404325664375,-1.4326639013204368,-0.7504812980532809,0.8405976144454663,-0.0445349943254216,0.7971665029267123,2.135197916880196,-0.37252607431135965,-0.07567753412832823,1.0902292913469258,-2.396312850357273,-0.20394809549406118,0.7572831520203078,-0.4667792408254374,-0.5026702048428575,-1.6079848962901906,1.1536154624931165,2.6122906401799875,-0.4936774338930431,-0.38191754011369294,0.14547792331649362,1.3585974286989941,0.438139109366514,-1.524893905995054,-0.7937972563327892,-1.5884883041622646,-1.7032255490500217,1.125138867701085,-1.9603964833907468,0.7799097606077913,0.8175401143462646,-0.9254236129524208,-0.37268680131386905,-1.4437827473215754,0.816749365375804,1.0129013977407355,2.325751170216983,-1.4902054818924961,0.8883117639839853,-0.281230234888209,0.06500733073878695,0.1485053071704181,0.011108927640136448,-1.5493415123403032,-1.4234572041397244,1.932606106981252,0.36165254166742045,-0.8888435424091776,0.9710851116711969,0.46592125673791573,1.454391039381402,2.1439572564078864,0.37040544484187266,-1.5707705996566999,1.0820750912355057,-0.18272782150438682,-0.2991494530900376,-0.6021302294306,-0.4235997583784336,-0.36390449045564666,-0.3005217770202081,-0.12024689121716205,0.08131518231929907,0.0240300009498189,-0.2354824726123731,0.030732383601350693,0.0074355453138928995,-0.022364696788299214,-0.03870866515323818,-0.06358782038496646,-0.01950724727466538,-0.007769830908166631,3.4416913763379853e-15
MATE132,-7.462398491114289,-1.1120212075196971,3.7695738326586827,4.776097880288751,-3.4737104639346263,5.335641402357174,6.402259020037482,7.915702531684012,2.3144119284115234,12.809128857092096,0.29955846779763673,2.5994645756334966,2.9759775321495647,-0.1088574289289789,0.5464880566239444,0.05022879330631333,-0.2563622770490006,0.5812723274224673,0.45141642621096517,-0.73679412486826,0.1708148955197963,-0.09947326279542468,0.47286713589283,-0.7454424743453709,0.5932341194027353,-1.3407665263345685,0.828485341604764,-1.326511212927239,-0.04169371955010592,-0.3074258101035855,-1.3456405595961531,2.4905563116479947,0.96450106385714,1.306280213071326,0.6384164057716646,0.3969836358770856,2.5694311920404242,1.1916781888914976,0.18288860987702976,1.7996671319832362,-0.03402942271345091,0.7717268399778638,-2.1539687645785124,-2.3538365467935307,-0.27128679535537764,1.512752657052054,-0.4861506713305954,1.5758723929482799,-0.9171592200241596,-1.395411964504873,0.8066981575597374,0.850775750567828,0.859033446385999,-0.3447118777222852,2.3464821570547465,1.5427345152871914,-0.5719781864670606,0.789325405643331,-1.9715706917378357,1.3929215324529562,-1.470366665109903,0.15845550563297064,0.3647143928237984,1.3804949153132446,1.9066493120572632,-2.1486458900476526,-0.24896107354805658,-2.105496800348152,-0.9187186525104458,0.7347835501936872,0.33684032862065394,1.122446611767771,0.07985053672883327,0.6966252276052058,1.821379658887139,1.3092316806685518,-1.1244882278095008,0.08515183971793401,-1.053581091281763,-0.8180776885564828,-0.2544863246637207,-0.6277751502268529,-1.770020336907107,-0.8301721252949255,1.2894435281837957,-1.2301489701684678,-0.14510453581906832,-0.09502190680782191,-0.30569023001175333,0.2639503736848018,0.09385069011968561,-0.247267068359172,0.24575683564910955,0.08785466465282449,-0.2142804823903679,-0.0716703788113649,0.0481309890647522,-0.05012436401758244,0.06431619527975842,0.025390840238492803,0.04687548803962116,0.017430628494123745,-0.000198130672782678,4.371503159461554e-15
MATE136,-10.570236680318764,2.488823520502863,-4.197178111375564,11.326551959522842,0.6065896930194401,-0.2333440094646679,-1.2248053561296377,-0.3871011856150938,0.11843022078161541,0.5292829673091062,0.2755718832639169,-2.8380041409512073,-2.683194256416561,-1.2508682012123258,-1.292123464797501,4.522639090734471,-2.6140985557123724,-2.863504194945273,-0.7481514589917494,1.0973201625535771,0.683486075133202,-0.11752377384645532,-0.5568889333417397,-2.0957897559607153,-0.44986627196968676,2.258016875794026,-1.3683039049053363,-2.1136693468767436,1.8793334828437018,0.010936999132551944,1.796315945404528,-1.1384762714482164,1.2384923927677023,-1.7739304022360471,-1.3196648798787471,0.2860737194684316,1.5613799062260056,-0.8133077685150066,-1.7814238172193508,-1.3171706321736796,0.7466333242114114,1.3701464911744896,1.5914034715642638,-2.424308506406833,-0.42052262640278926,-0.7106768659561582,1.1113375226462812,2.9390221699568713,0.5323377803162547,-2.487691725649774,-0.2917140071515477,1.547476445911237,1.7391023576827775,-0.6553233792216957,1.430498458934533,0.6426396710789235,-1.4443193521725115,0.2950506225323098,-0.6690481762144853,-0.5500737922080714,-1.785295496606949,0.7946881624482005,0.17400107143087587,1.2731482133173273,0.4995992346038744,-1.024578748121923,1.121204238262072,-0.17553959604999947,2.0810082543498414,-2.8264810322156677,0.70545437459384,-1.9822285182296446,0.67111824697251,0.2235445791184485,-1.5800155764430452,-1.1111039412168335,1.8622427625490912,0.6325585757768346,0.9455760975672903,1.524506848762293,1.4112275329759356,-1.0789150064607966,0.38679802172391964,-0.6229728485391685,-0.07782133674591629,0.14056860896708276,-0.9398930870395894,0.34244857836263876,0.5890333135721919,-0.13311105724830194,0.3644101854111696,-0.02117677518490954,-0.20552171399609953,0.09020931965779512,0.008939976096644708,-0.40509901091552913,-0.005754463084048256,-0.07114130668086989,0.050462103449104775,0.003773164161111342,-0.013188716005445827,0.015513931286372254,-0.014234934131409922,3.0106125925577487e-15
MATE139,-10.637554436778979,3.1607682283314227,-4.752937412428324,11.27228400660606,0.25082624197589926,0.47524239980769145,-1.7841936061980541,-0.31896823788175543,-0.07725546273105666,0.5510409785984658,-0.20122563658731762,-2.670500129828434,-3.5147807489542577,-0.958995818428678,-0.501453166822788,3.073485493791759,-3.3204256517532262,-3.320373995919356,-1.0134691606642674,1.0048158380983148,-0.27483376451591723,-0.7250373168394372,-0.331068017359091,-0.4415991052229267,0.17852773021314738,0.03382816605570815,1.441115931146897,2.0403918524035882,1.1126172135077352,0.49820257972134174,1.6302797733320114,-1.8696913754008972,0.8351216139883195,-0.2825533816767706,-0.8965478547736917,-0.8670229443146453,-0.3456195840963621,1.5060195345577922,1.4202202356291722,-0.1946221402532512,0.9119740215930214,-1.5026190237395853,-1.3895665758447802,-0.7483741949661395,-0.21986705638965698,0.9855227635210803,0.6856123452139109,0.09342064995691904,-0.5521609574370145,-3.260102475435855,-2.805486343587568,-0.5734352194010823,-1.5714899248004222,-0.7399447043057674,-1.9397165510430177,-1.1999302643576693,0.9657299303487104,0.3216777299896714,-0.3317589486770871,-2.6104102499554784,1.7005989806484516,0.9060257595448479,0.1482103508373467,0.41411472550292827,0.986450785292438,0.8225542074074054,-1.6189357841456642,-0.764244007531875,-1.9625243751207,-0.271708320458768,-2.6256526304725707,2.874601263620268,-0.7430266491095654,-2.629309361196052,1.5190241277336451,-0.8616131231937094,0.01617069076606875,-1.6020921340978367,0.15161737119794005,0.08064218456653727,-0.8274520176763185,-0.9215688254548315,-0.8929552905289737,-0.17134629182730515,0.7992269083441134,0.011825813112925382,0.2928356902936454,-0.18868023835316283,-1.0254978348972137,0.7955540408684179,0.5949002138766708,-0.062472511955902435,-0.16496954314970225,0.06731689696840115,-0.06588169056376861,0.472366949745544,-0.06982523540416427,0.04454251663502132,0.026354032921899515,0.02774788210859612,0.018688613987068337,-0.005036805278397113,0.013714850545867456,2.0469737016526324e-15
MATE150,-10.267356507479445,3.1774070693068053,-4.981925153766477,10.816610726783253,0.5186946861849242,0.4737527061018799,-1.6729591282080425,-0.6278141993795375,-0.07761712674197044,0.03451144977828177,-0.4809722733946594,-2.3403646237219413,-4.314725080180377,-0.7827720509966851,-0.8946320017850654,3.5862964236115853,-3.4778475829298525,-2.650414857685261,-1.2042253237940048,0.2164400073560206,0.7966598152540945,1.142704483466693,0.5507748326582563,0.06293753419687753,2.551313819708771,-0.9181378082215893,2.502101432722953,-2.403791734113472,-0.961700032896045,-0.6355497054253055,-1.472295791546545,-2.1022103371224055,0.28544004178935023,-0.6668407677256986,0.9990245342600933,-0.944899869366355,0.29013436217068134,-0.8258820882980678,-0.5722255399274889,-1.3639917029265727,-2.1093409971322123,4.876428781968989,-1.896917623323859,2.5435805399376217,2.1420319853847394,-0.8270267416535282,-2.2434280045661685,-2.102186280412241,-1.728688673591926,1.2319423375463947,2.463816668884988,-1.1913684227818515,0.29891235079456324,0.7871962648822649,0.4188277915489069,-0.17391159110544563,1.038972800444447,0.6251169496868071,-1.841567936117433,0.9400663828880509,0.6532859043850577,1.7816635627112336,0.06523746552368824,0.06537613539525694,-1.3186731747755918,-1.033934282843762,2.0023414464164357,0.8056228850835896,-1.3772935372578945,1.0871704319797413,-0.15380188264137276,-0.04051217560318142,1.2695174571550156,0.3389743754098651,1.1845899724465525,0.33786500182752854,-0.42363543409442467,-0.5960960766092912,0.2978016479658858,-0.8256670059372861,0.8673903299548256,0.8887032198981524,0.5728921925176276,-0.6532305206121723,-1.3638162466265793,0.7707079824156999,0.40513771116386676,-0.0747422979286777,-0.34976127175474775,0.14992212113615866,0.47586664514360055,-0.16399834237309563,-0.061290047449009094,0.6548466371867742,-0.043015252898568335,0.06756477022376656,0.10427713788877008,0.010334460752138064,-0.028962539549771314,-0.011361981065204488,-0.006759020024601561,0.00019957439200274374,0.0037731719860576163,1.124100812432971e-15
